tweet_id,thread_id,author_id,created_at,text,context_json,historical_reply,sampling_stratum,suggested_intent,suggested_intent_reason,suggested_escalate,suggested_escalation_reason,suggested_escalation_explanation,suggested_reply_should_include,suggested_reply_must_not_claim,suggested_by_model,intent,escalate,escalation_reason,reply_should_include,reply_must_not_claim,annotator_notes,annotation_method,human_verified
2763009,2763009,772952,Sun Nov 26 13:14:26 +0000 2017,@SpotifyCares Do you have plans to allow people to buy gift subscriptions for people in other countries? It's crazy that I live in Sweden but can't buy a gift for someone in Ireland.,[],"@772952 Hey! At this time, Spotify gift cards can only be redeemed on accounts registered in the same country where they were purchased, but we can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ",representative,plan_management_eligibility,Inquiry about gift subscription regional restrictions.,false,none,"Standard policy question, no action needed.",Confirm current regional gift card policy.,Promise future feature implementation.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Confirm current regional gift card policy.,Promise future feature implementation.,Accepted Groq suggestion,ai_assisted_human_verified,true
2960660,2960660,817093,Wed Nov 29 19:57:55 +0000 2017,"I know I can't be the only person in the world who is sick of all the remastered albums on @115888. At the very least, offer both versions. Don't just remove the original in favor of the remaster. My favorite punk albums have lost their grit and emotion and I'm pissed. 😡",[],"@817093 Hey there, sorry to hear you feel that way. We’d love to have everything available, but we have some info about content here: https://t.co/1dgftcFtzc /JP",representative,content_availability_metadata,Complaint about missing original album versions,false,none,Standard content availability inquiry,Link to content availability info,We will add all versions,qwen/qwen3.6-27b,content_availability_metadata,false,none,Link to content availability info,We will add all versions,Accepted Groq suggestion,ai_assisted_human_verified,true
2965842,2965844,818243,Wed Nov 29 23:51:02 +0000 2017,@SpotifyCares I also Uninstalled and reinstalled the app this morning which didn't help,"[{""tweet_id"": ""2965844"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@818243 Hi Raynee. Don't worry, we'll look into this. Can you tell us what device, operating system, and app version you're using? We'll see what we can suggest /JU""}, {""tweet_id"": ""2965839"", ""author_id"": ""818243"", ""inbound"": true, ""text"": ""@SpotifyCares I use a Samsung note 5 and 8.4.29.289""}, {""tweet_id"": ""2965837"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@818243 Thanks. Could you log out, restart the phone, then log back in before trying again? By the way, does this happen on other devices you log in to? /JU""}, {""tweet_id"": ""2965838"", ""author_id"": ""818243"", ""inbound"": true, ""text"": ""@SpotifyCares I've never logged into any other device so I don't know""}, {""tweet_id"": ""2965840"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@818243 Got it. Have you already tried the steps we suggested on our last reply? /JU""}, {""tweet_id"": ""2965841"", ""author_id"": ""818243"", ""inbound"": true, ""text"": ""@SpotifyCares Yes I just did and now it won't play any music or connect to my WiFi""}]",@818243 Can you DM us your username or email address so we can take a closer look? /JU https://t.co/ldFdZRiNAt,representative,playback_connectivity,App reinstallation failed to fix playback,false,none,Technical troubleshooting in progress,Request for username or email,Issue is resolved immediately,qwen/qwen3.6-27b,playback_connectivity,false,none,Request for username or email,Issue is resolved immediately,Accepted Groq suggestion,ai_assisted_human_verified,true
137166,137166,146933,Fri Nov 24 07:11:12 +0000 2017,@SpotifyCares  my premium status dissapeared. What happened? I'm guessing you want to have my moneys ;p also I hate christmas so the commercials ruined my mood #grinch,[],"@146933 Hey, help's here! We'd like to discuss your account in private. Can you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt",representative,plan_management_eligibility,Premium status disappeared unexpectedly,false,none,Account status verification needed,Request for account email address,Refund will be issued,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Request for account email address,Refund will be issued,Accepted Groq suggestion,ai_assisted_human_verified,true
620373,620373,267244,Wed Nov 22 13:01:15 +0000 2017,"@SpotifyCares hey can you help me about my prob, so i cant pay with my phone provider which is Xl AXIATA. there is an option to use xl axiata to pay, but alwys fail. why?",[],@267244 Hi there! Can you send us a DM with your username or email address? We'll take a look backstage /HR https://t.co/ldFdZRiNAt,representative,payments_refunds,Payment failure with specific provider,false,none,Billing method troubleshooting required,Request for username or email,Provider is fully supported,qwen/qwen3.6-27b,payments_refunds,false,none,Request for username or email,Provider is fully supported,Accepted Groq suggestion,ai_assisted_human_verified,true
275230,275230,181751,Sat Nov 25 00:44:04 +0000 2017,"blocked from playing @115888 *premium* on my phone. yes im crazy, its because i wanna play classical music for my dog on my computer and keep him calm while im out. is this possible with a premium membership?",[],"@181751 Hey, help's here! Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt",challenge_rare,playback_connectivity,Blocked from playing music on phone,false,none,Playback restriction investigation needed,Request for account email address,Premium allows unlimited offline downloads,qwen/qwen3.6-27b,playback_connectivity,false,none,Request for account email address,Premium allows unlimited offline downloads,Accepted Groq suggestion,ai_assisted_human_verified,true
2934749,2934747,769256,Wed Nov 29 10:42:37 +0000 2017,@SpotifyCares Thanks 🙏,"[{""tweet_id"": ""2934747"", ""author_id"": ""769256"", ""inbound"": true, ""text"": ""@147836 hi Sir when is Spotify going to open in India? India is a music nation with over a billion who love music..""}, {""tweet_id"": ""2934745"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@769256 @147836 Hey Sumit! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP 🙂 /L""}, {""tweet_id"": ""2934746"", ""author_id"": ""769256"", ""inbound"": true, ""text"": ""@SpotifyCares @147836 India has over a billion music lovers n it’s a mystery why a company as great as @115888 hasn’t started biz in India? 😐😐""}, {""tweet_id"": ""2934748"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@769256 We don't have any info to share right now, but make sure to sign up and stay tuned! /L""}]",,representative,feedback_other,Expresses gratitude for previous support interaction.,false,none,Polite closing requires no further action.,You're welcome and happy listening.,New launch dates or features.,qwen/qwen3.6-27b,feedback_other,false,none,You're welcome and happy listening.,New launch dates or features.,Accepted Groq suggestion,ai_assisted_human_verified,true
2913946,2913946,806644,Tue Nov 28 22:07:16 +0000 2017,@SpotifyCares Can i get a refund on my premium that i just started??,[],"@806644 Hey there, we can help with that! Could you DM us your account's username and email address? We'll be waiting /DQ https://t.co/ldFdZRiNAt",challenge_sensitive,payments_refunds,Explicitly requests a refund for premium.,true,billing_or_refund,Refund requests require secure account verification.,Request DM for account details.,Automatic refund approval or denial.,qwen/qwen3.6-27b,payments_refunds,true,billing_or_refund,Request DM for account details.,Automatic refund approval or denial.,Accepted Groq suggestion,ai_assisted_human_verified,true
2920627,2920630,808324,Wed Nov 29 01:04:56 +0000 2017,"@SpotifyCares Thanks NQ! 'Radio' wasn't working, but 'Daily Mix' is functioning as expected. Thanks fir the follow up.","[{""tweet_id"": ""2920630"", ""author_id"": ""808324"", ""inbound"": true, ""text"": ""Upgraded @122609 OS this morning, and now @115888 has borked! 😢😢""}, {""tweet_id"": ""2920629"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@808324 Hey! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /NQ""}]","@808324 No worries! Just to check, is Radio working now? If it isn't, can you try restarting the Radio station? Keep us posted /NQ",challenge_followup,playback_connectivity,Reports resolution of Radio playback issue.,false,none,Issue resolved; user confirms functionality.,Glad to hear it works.,Technical root cause analysis.,qwen/qwen3.6-27b,playback_connectivity,false,none,Glad to hear it works.,Technical root cause analysis.,Accepted Groq suggestion,ai_assisted_human_verified,true
1778471,1778471,534355,Sun Nov 26 06:07:41 +0000 2017,@SpotifyCares if Spotify is 9.99 a month why is there payments of almost 11 dollars being taken out monthly..,[],@534355 Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,representative,payments_refunds,Questions discrepancy in monthly billing amount.,true,billing_or_refund,Billing disputes need private account review.,Request DM for email address.,Specific tax or fee amounts.,qwen/qwen3.6-27b,payments_refunds,true,billing_or_refund,Request DM for email address.,Specific tax or fee amounts.,Accepted Groq suggestion,ai_assisted_human_verified,true
662939,662939,277947,Thu Nov 23 01:00:40 +0000 2017,@115888 explain???? 😂 https://t.co/cVrqvpEwdA,[],@277947 Hi Ganelle. Try listening to this playlist: https://t.co/4cQt9Vn0ec to find out 😉 /JU,representative,feedback_other,"Vague complaint with image, unclear intent.",true,ambiguous_or_multi_intent,Image context missing; intent unclear.,Ask for clarification on issue.,Understanding of the specific problem.,qwen/qwen3.6-27b,feedback_other,true,ambiguous_or_multi_intent,Ask for clarification on issue.,Understanding of the specific problem.,Accepted Groq suggestion,ai_assisted_human_verified,true
142990,142990,148282,Fri Nov 24 08:53:58 +0000 2017,6 ads in a row... seriously? @115888,[],"@148282 Hi there! We appreciate your feedback on this. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before. Feel free to tweet us if there's anything else /GK",challenge_short,feedback_other,Complaint about ad frequency,false,none,"General feedback, no urgent action needed","Acknowledge feedback, offer trial link",Guarantee ad reduction,qwen/qwen3.6-27b,feedback_other,false,none,Acknowledge the feedback about excessive ads.,Guarantee ad reduction.,Removed the unsupported trial-link instruction; this is general feedback about ads.,ai_assisted_human_verified,true
2818879,2818879,415100,Mon Nov 27 03:08:13 +0000 2017,@SpotifyCares is there a way to change my username on Spotify?? I can't find it in my user settings,[],@415100 Hey there! We're afraid it's not currently possible to change your username. Can you DM us your account's email address? We'll take a look backstage /JS https://t.co/ldFdZRiNAt,representative,account_access_security,Request to change username,false,none,Standard account setting inquiry,Clarify username change policy,Promise username change capability,qwen/qwen3.6-27b,account_access_security,false,none,Clarify username change policy,Promise username change capability,Accepted Groq suggestion,ai_assisted_human_verified,true
2905912,2905912,804697,Tue Nov 28 18:02:32 +0000 2017,Sooo I just made a spot if account and tried to get the 3 months for .99 and it charged me.. then said I already used Spotify premium when I just made the account but took the money off card and no premium @115888 @SpotifyCares,[],"@804697 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",challenge_sensitive,payments_refunds,Charged for unused premium trial,true,billing_or_refund,Financial dispute requires manual review,Request DM for account details,Immediate refund confirmation,qwen/qwen3.6-27b,payments_refunds,true,billing_or_refund,Request DM for account details,Immediate refund confirmation,Accepted Groq suggestion,ai_assisted_human_verified,true
649933,649933,274511,Wed Nov 22 19:35:59 +0000 2017,demo_02 still isn't on spotify i'm annoyed,[],"@274511 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NG",representative,content_availability_metadata,Missing track on platform,false,none,Standard content availability inquiry,Link to content info page,Guarantee specific track addition,qwen/qwen3.6-27b,content_availability_metadata,false,none,Link to content info page,Guarantee specific track addition,Accepted Groq suggestion,ai_assisted_human_verified,true
2819564,2819565,785893,Mon Nov 27 08:05:22 +0000 2017,"@SpotifyCares Thank you, well problem still not resolved for now..","[{""tweet_id"": ""2819565"", ""author_id"": ""785893"", ""inbound"": true, ""text"": ""@SpotifyCares Please check the dm I sent to you .""}, {""tweet_id"": ""2819563"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@785893 Sorry for the delay! We've just replied to your DM. Check your inbox /RH""}]",@785893 No worries. We'd still be happy to help. Let's carry on chatting via DM /DV,representative,feedback_other,Follow-up on unresolved issue,false,none,Continuation of existing support thread,Encourage continued DM conversation,Resolve issue immediately,qwen/qwen3.6-27b,feedback_other,true,ambiguous_or_multi_intent,Acknowledge that the issue remains unresolved and ask the customer to continue the support conversation with more details.,Do not claim the underlying issue is fixed or promise immediate resolution.,"The message indicates an unresolved issue but does not provide enough information to assign a specific support intent, so escalate for clarification.",ai_assisted_human_verified,true
122818,122818,143407,Thu Nov 23 23:52:01 +0000 2017,@SpotifyCares unable to upgrade to premium,[],@143407 Hey! We've just sent a DM your way. Let's carry on chatting there /RA,challenge_short,plan_management_eligibility,User wants to upgrade to Premium.,false,none,Standard plan upgrade inquiry.,Link to upgrade page.,Free upgrade availability.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Link to upgrade page.,Free upgrade availability.,Accepted Groq suggestion,ai_assisted_human_verified,true
468964,468966,226663,Fri Dec 01 06:35:58 +0000 2017,@SpotifyCares This is why I gladly give you guys my money each month thank you!😁,"[{""tweet_id"": ""468966"", ""author_id"": ""226663"", ""inbound"": true, ""text"": ""Umm why is @118408 new album not on @115888 yet?????""}, {""tweet_id"": ""468965"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@226663 Hey, we’ll have it available to you as soon as it’s available to us! https://t.co/1dgftcFtzc /RB""}]",@226663 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB,representative,feedback_other,Positive feedback and gratitude.,false,none,"Positive sentiment, no action needed.",Thank you for support.,Specific feature requests.,qwen/qwen3.6-27b,feedback_other,false,none,Thank you for support.,Specific feature requests.,Accepted Groq suggestion,ai_assisted_human_verified,true
620439,620439,267263,Wed Nov 22 14:20:34 +0000 2017,"@SpotifyCares Is it possible to delete my debit card from spotify after i have payed for it, without canceling the order?",[],"@267263 Hi there! No worries, you can cancel anytime by heading to https://t.co/j3mV2PlkwS. Your account will revert to Free once your remaining Premium time lapses. Let us know if you have any questions /WW",representative,payments_refunds,Question about removing payment method.,false,none,Standard billing inquiry.,Steps to manage payment.,Refund eligibility.,qwen/qwen3.6-27b,payments_refunds,false,none,Steps to manage payment.,Refund eligibility.,Accepted Groq suggestion,ai_assisted_human_verified,true
499255,499253,234228,Fri Dec 01 19:50:35 +0000 2017,"@SpotifyCares looks like it worked! (though success message was ""you're premium now!"" and checking my account looks like i'm still monthly, but looking closer reveals my next bill date is december 2018.  just a little wonky like maybe the system wasn't designed for this. anyhow, thx 4 help!","[{""tweet_id"": ""499253"", ""author_id"": ""234228"", ""inbound"": true, ""text"": ""@SpotifyCares trying to switch to the $99/year plan and the form it sends me to has a form for credit card and button to \""start my spotify premium\"". i already have premium, just want to switch my plan.  how do i do that?""}, {""tweet_id"": ""499251"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@234228 Hey Nate, help's here. After signing up for the offer, you'll be charged the full amount straight away and your Premium time will be applied. You can sign up for the yearly plan here: https://t.co/LHTUu8cPWx. If you need anything else, we're only a tweet away /AL""}, {""tweet_id"": ""499252"", ""author_id"": ""234228"", ""inbound"": true, ""text"": ""@SpotifyCares thanks! i guess my confusion comes from the design &amp; language, makes it seem like i'm signing up anew since you're gathering my billing info again and the button is to \""start premium\"", when i already have premium and you have my billing info. please relay to your content/ux team""}, {""tweet_id"": ""499254"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@234228 Sorry for the confusion. We hear you 🎧 Rest assured your feedback will be passed onto the right folks. Let us know how it goes /AL""}]","@234228 Awesome, we're glad it worked! If you ever need anything else, just shout and we'll come running 🏃 /AL",challenge_followup,plan_management_eligibility,Confirmation of plan switch success.,false,none,"Resolved issue, positive feedback.",Acknowledgment of successful switch.,Future plan changes.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Acknowledgment of successful switch.,Future plan changes.,Accepted Groq suggestion,ai_assisted_human_verified,true
455638,455638,223161,Thu Nov 30 21:54:12 +0000 2017,I thought no this is the greatest thing you've ever done for me. Thank you! @SpotifyCares @115888 https://t.co/LKVy3rGbR8,[],"@223161 Hey Quarisa, thanks for the feedback! It's music to our ears. Give us a shout if there's anything else you need, we're... https://t.co/Zrs0lBM8t9 🎶 /LX",representative,feedback_other,Positive feedback and thanks.,false,none,"Positive sentiment, no action needed.",Thank you for feedback.,Specific feature details.,qwen/qwen3.6-27b,feedback_other,false,none,Thank you for feedback.,Specific feature details.,Accepted Groq suggestion,ai_assisted_human_verified,true
470965,470965,227130,Fri Dec 01 07:37:14 +0000 2017,@115888 Hi Spotify can I sort a playlist by most recently added when using the iOS app?  If not could you add that pls?,[],@227130 Hey there! It's possible to sort the tracks on your playlists by recently added. Check out the steps at https://t.co/myAf3mlgcv. Let us know if we can help with anything else 🙂 /AY,representative,app_device_features,User asks about playlist sorting feature.,false,none,"Standard feature inquiry, no escalation needed.",Steps to sort by recently added.,Feature unavailable on iOS app.,qwen/qwen3.6-27b,app_device_features,false,none,Explain whether sorting by recently added is currently supported on iOS.,Promise that the feature will be added.,Feature request/question; do not assume the requested sorting feature currently exists.,ai_assisted_human_verified,true
536977,536979,244461,Sat Dec 02 10:29:30 +0000 2017,He slow respond @SpotifyCares ........,"[{""tweet_id"": ""536979"", ""author_id"": ""244461"", ""inbound"": true, ""text"": ""@SpotifyCares my accout has been verified, but when I open my account for finish my purchasing, “the pages was doesn’t exist“ what happened with my account ? Thanks https://t.co/15ZDSdmYim""}, {""tweet_id"": ""536978"", ""author_id"": ""244461"", ""inbound"": true, ""text"": ""@SpotifyCares Hello @SpotifyCares can you replied my problem?""}]",@244461 Hey there! We've responded to your DM. Let's continue our conversation there /DN,challenge_followup,feedback_other,Complaint about slow response time.,false,none,"General feedback, issue already addressed in DM.",Acknowledge feedback and direct to DM.,Promise immediate public resolution.,qwen/qwen3.6-27b,feedback_other,false,none,Acknowledge feedback and direct to DM.,Promise immediate public resolution.,Accepted Groq suggestion,ai_assisted_human_verified,true
2844619,2844619,791318,Mon Nov 27 09:40:51 +0000 2017,@SpotifyCares hi! My Spotify keeps pausing in the middle of the song...help please? Thank you!,[],"@791318 Hey there, we're here to help! Could you DM us with your account's username and email address? We'll take a look backstage /TB https://t.co/ldFdZRiNAt",representative,playback_connectivity,Song pausing indicates playback issue.,false,none,"Common technical issue, standard troubleshooting.",Request account details via DM.,Guarantee immediate fix without info.,qwen/qwen3.6-27b,playback_connectivity,false,none,Request account details via DM.,Guarantee immediate fix without info.,Accepted Groq suggestion,ai_assisted_human_verified,true
2466939,89526,705887,Sun Nov 26 16:47:58 +0000 2017,@705886 @SpotifyCares Nice one broh 😂,"[{""tweet_id"": ""89526"", ""author_id"": ""115888"", ""inbound"": true, ""text"": ""3 bulan Premium hanya Rp 4.990. Putar musik offline di mana saja. https://t.co/xEhrsMJ3NO""}, {""tweet_id"": ""89531"", ""author_id"": ""705886"", ""inbound"": true, ""text"": ""@115888 kamu suka dengerin musik di spotify???? Dengerin offline harus gonta ganti akun tiap minggu????  \n\nYukkkk beli akun premium di akuu\n1 bulan\n3 bulan \n6 bulan \n12 bulan\n\nYuk order boleh tanyw\"" dulu WA 0859-5962-2112""}, {""tweet_id"": ""2466937"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@705886 Hey! We can help out in English via Twitter, but we also have Indonesian support through email at https://t.co/ZgU70TbP8M /MG""}, {""tweet_id"": ""2466938"", ""author_id"": ""705886"", ""inbound"": true, ""text"": ""@SpotifyCares What""}]",,representative,feedback_other,Reaction to previous support interaction.,false,none,"Non-issue tweet, no action required.",No reply needed or polite acknowledgment.,Engage in casual conversation unnecessarily.,qwen/qwen3.6-27b,feedback_other,false,none,No reply needed or polite acknowledgment.,Engage in casual conversation unnecessarily.,Accepted Groq suggestion,ai_assisted_human_verified,true
1490590,1490590,466173,Sat Nov 25 17:26:48 +0000 2017,@SpotifyCares @2069 Hello. I tried to activate a premium access. On both attempts I made I was charged on my credit card but the upgrade to premium failed.,[],@466173 Hey Fernando! Sorry for the delay. We've just sent you a bit more info over DM. We'll carry on helping out there /KB,challenge_sensitive,payments_refunds,Charged but upgrade failed.,true,billing_or_refund,Financial discrepancy requires billing team review.,Acknowledge charge and direct to DM.,Refund guaranteed without verification.,qwen/qwen3.6-27b,payments_refunds,true,billing_or_refund,Acknowledge charge and direct to DM.,Refund guaranteed without verification.,Accepted Groq suggestion,ai_assisted_human_verified,true
72093,72091,743336,Sun Nov 26 20:20:31 +0000 2017,@115888 Varför kan man inte betala med iTunes? Jag har bara iTunes. Kan ni inte fixa det? Hade varit grymt! :-),"[{""tweet_id"": ""72091"", ""author_id"": ""115888"", ""inbound"": true, ""text"": ""3 månader Premium kostar bara 9,00 kr. Lyssna på musik offline vart du än går. https://t.co/OBLthO5jlx""}]","@743336 Hi there! We can help out in English via Twitter, but we also have Swedish support via email at https://t.co/ZgU70TbP8M /NJ",representative,payments_refunds,User asks about iTunes payment method support,false,none,"Clear payment method inquiry, no security risk",List supported payment methods for the region,iTunes is a supported payment method,qwen/qwen3.6-27b,payments_refunds,false,none,List supported payment methods for the region,iTunes is a supported payment method,Accepted Groq suggestion,ai_assisted_human_verified,true
582201,582201,257236,Sun Dec 03 01:32:07 +0000 2017,@SpotifyCares answer em dm's,[],@257236 We've just sent a DM your way. Let's carry on chatting there /DR,representative,feedback_other,User requests direct message interaction,false,none,"Routine request for DM, no complex issue",Confirmation that DM has been sent,We cannot send DMs to this user,qwen/qwen3.6-27b,feedback_other,false,none,Confirmation that DM has been sent,We cannot send DMs to this user,Accepted Groq suggestion,ai_assisted_human_verified,true
2489536,2489536,710885,Sun Nov 26 18:47:47 +0000 2017,@SpotifyCares I need your help!,[],@710885 Hey Louis! We've just replied to your DM. Let's continue chatting there /GT,challenge_short,feedback_other,Vague request for help without details,false,none,"Generic help request, likely handled via DM",Confirmation that DM has been sent,We cannot assist with your request,qwen/qwen3.6-27b,feedback_other,true,ambiguous_or_multi_intent,Acknowledge the request for help and ask the customer to provide more details or continue in DM.,Do not claim that a DM has already been sent or that the issue has been resolved.,The request is too vague to determine a specific intent or safely resolve the issue.,ai_assisted_human_verified,true
2489532,2489532,710883,Sun Nov 26 08:14:47 +0000 2017,"@SpotifyCares i want to switch to spotify premium with Indosat, I already entering my number but I don't get the pin code. Help please :(",[],@710883 Hi there! Could you send over your account's email address and username via DM? We'll see what we can suggest /NJ https://t.co/ldFdZRiNAt,challenge_rare,plan_management_eligibility,User issues with Premium activation via carrier,false,none,"Standard activation issue, requires account details",Request for account email and username via DM,We cannot activate carrier plans,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Request for account email and username via DM,We cannot activate carrier plans,Accepted Groq suggestion,ai_assisted_human_verified,true
560965,560965,251257,Sat Dec 02 13:05:39 +0000 2017,"@117153 just upgraded to premium on the student offer, it says it was successful and I got a reference number but still says on my subscription status that I'm on the free one and I haven't received the email, any ideas?",[],"@251257 Hey Sophia, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt",representative,plan_management_eligibility,Student Premium upgrade not reflecting in account,false,none,"Subscription status discrepancy, requires account review",Request for account email via DM,The upgrade was not successful,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Request for account email via DM,The upgrade was not successful,Accepted Groq suggestion,ai_assisted_human_verified,true
2916611,2916612,735005,Wed Nov 29 02:57:52 +0000 2017,"@SpotifyCares Everything is back to normal. Thank you, have a great night and happy holidays!","[{""tweet_id"": ""2916612"", ""author_id"": ""735005"", ""inbound"": true, ""text"": ""@SpotifyCares your app doesn’t work. It shows a black screen and says an error has occurred check your internet connection. My internet is working flawlessly. I’m using an iPhone 7 Plus and I’m on the most current version of iOS and the app is up to date.""}, {""tweet_id"": ""2916610"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@735005 Hey Jonathan! Everything should be running smoothly now. Let us know if this is still happening /GS""}]","@735005 Awesome, thanks for letting us know. Enjoy the music! https://t.co/SkdXv2BhCb 😉 /BP",representative,feedback_other,"User confirms issue resolved, no new request.",false,none,"Positive feedback, case closed successfully.","Acknowledge resolution, wish happy holidays.",Do not claim issue persists.,qwen/qwen3.6-27b,feedback_other,false,none,"Acknowledge resolution, wish happy holidays.",Do not claim issue persists.,Accepted Groq suggestion,ai_assisted_human_verified,true
634012,634012,270300,Wed Nov 22 13:54:09 +0000 2017,nice https://t.co/C743d5AtFG,[],,representative,feedback_other,Vague positive comment with link.,false,none,"No support issue, just sharing.",Thank user for sharing.,Do not claim technical issue.,qwen/qwen3.6-27b,feedback_other,false,none,Thank user for sharing.,Do not claim technical issue.,Accepted Groq suggestion,ai_assisted_human_verified,true
2813975,2813976,784567,Mon Nov 27 01:53:44 +0000 2017,"@115888 beli hp baru aja trus klo premium trial abis wkwkwkw,,,,tp saya klo dapet trial gratis cuma muter 1 lagu itu itu aja trus wkwkwkw lagunya sirens pearl jam","[{""tweet_id"": ""2813976"", ""author_id"": ""115888"", ""inbound"": true, ""text"": ""Lewati tanpa batas dengan Premium. Dapatkan 3 bulan Premium kini hanya Rp 4.990. https://t.co/qzPhNArKFU""}]","@784567 Hey there! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /FR",challenge_followup,playback_connectivity,Complains about playback limits on trial.,false,none,Standard trial limitation explanation needed.,Explain trial playback restrictions.,Do not claim bug exists.,qwen/qwen3.6-27b,playback_connectivity,false,none,Explain trial playback restrictions.,Do not claim bug exists.,Accepted Groq suggestion,ai_assisted_human_verified,true
67652,67652,131447,Thu Nov 30 09:06:51 +0000 2017,Nakakaloko yung spotify ayaw tumanggap ng paymet sa globe,[],@131447 Hi Keana! We've just sent you a bit more info over DM. We'll carry on helping out there /MA,representative,payments_refunds,Payment rejection by carrier Globe.,false,none,Common carrier billing issue.,Suggest alternative payment methods.,Do not claim carrier error.,qwen/qwen3.6-27b,payments_refunds,false,none,Suggest alternative payment methods.,Do not claim carrier error.,Accepted Groq suggestion,ai_assisted_human_verified,true
83675,83676,134387,Thu Nov 30 12:34:10 +0000 2017,@115888 @133324 @134388 @4985 Why isn't spotify available in Israel... This is so disrespectful honestly! https://t.co/XH2OyhFMtX,"[{""tweet_id"": ""83676"", ""author_id"": ""115888"", ""inbound"": true, ""text"": ""💥 @133324 x @134388 x @4985.\n#MicDropRemix streaming now.\nhttps://t.co/1GWmhZXcLX https://t.co/sKLsIt8L7W""}]",@134387 Hey Alexa! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM. Keep rocking 🤘 /MX,representative,content_availability_metadata,Questions regional availability in Israel.,false,none,Standard regional availability inquiry.,Link to country availability list.,Do not promise immediate launch.,qwen/qwen3.6-27b,content_availability_metadata,false,none,Link to country availability list.,Do not promise immediate launch.,Accepted Groq suggestion,ai_assisted_human_verified,true
2967101,2967102,818533,Wed Nov 29 23:30:03 +0000 2017,@SpotifyCares thanks you ... @818534,"[{""tweet_id"": ""2967102"", ""author_id"": ""818533"", ""inbound"": true, ""text"": ""@115888 @818534 \nMe and rose think it was mean yo tan DWARF PROBLEMS off of Spotify and his song is what we listen to when we log on""}, {""tweet_id"": ""2967100"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@818533 Hey Jennathina! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /RA""}]","@818533 You're welcome! If you need anything else, just give us a shout /RA",challenge_followup,feedback_other,"Closing remark, no new issue raised",false,none,"Polite closing, no action needed",Acknowledgment of thanks,New issues or errors,qwen/qwen3.6-27b,feedback_other,false,none,Acknowledgment of thanks,New issues or errors,Accepted Groq suggestion,ai_assisted_human_verified,true
2913981,2913981,806658,Tue Nov 28 20:39:21 +0000 2017,There seems to be an issue @115888 it’s impossible to play any song,[],"@806658 Hey Andrés! We were off beat for a second, but we’re back on track now. We're here if you need us /JE",representative,playback_connectivity,User reports inability to play songs,false,none,"General playback issue, likely resolved",Confirmation of service restoration,Ongoing technical outages,qwen/qwen3.6-27b,playback_connectivity,false,none,Confirmation of service restoration,Ongoing technical outages,Accepted Groq suggestion,ai_assisted_human_verified,true
681807,681807,282711,Thu Nov 30 19:50:05 +0000 2017,@SpotifyCares I keep getting a crsf is invalid error when I try to reset my password!,[],@282711 Hi Kristin! We've just sent a DM your way. Let's carry on chatting there /JQ,challenge_sensitive,account_access_security,Password reset error reported,true,account_or_security_action,Requires secure DM for identity verification,DM sent notification,Password reset success,qwen/qwen3.6-27b,account_access_security,true,account_or_security_action,DM sent notification,Password reset success,Accepted Groq suggestion,ai_assisted_human_verified,true
